Company,Description,Experience,Salary,Title
Government Technology Agency of Singapore,"Skills : Digital Business Analyst/ Programme Manager , Governance Posted: 18 days ago",0-0 SGD,Government Infrastructure Group (GIG) of the Government Technology Agency (GovTech) strategises & delivers whole-of-government (WOG) infrastructure products and services. We are looking for a Business,"Digital Business Analyst/ Programme Manager, Governance"
Sciente Consulting Pte. Ltd,"Are you looking for a challenging opportunity? Our client is hiring an Application Analyst in Java to be a part of a dynamic and fast paced team working on applications to create remarkable customer experience. Skills : J2EE Scripts , Java developer , Core JAVA Scripts , Java , Core Java",5-13 Years,Not Specified,Application Analyst
GECO Asia Pte Ltd,"SAS Analytics Consultant in Singapore Start: ASAP Duration: Permanent Location: Singapore Skills : Teradata , Business Intelligence , SAS , Sql , Statistical Analysis System , Etl , Informatica , Spark , Phyton",3-13 Years,Not Specified,SAS Analytics Consultant in Singapore
Centre for Strategic Infocomm Technologies,"CSIT is a civilian agency in the Ministry of Defence (MINDEF) that conducts R&D in infocomm and infosecurity technologies. We are looking for highly motivated and talented engineers in cyber security, data analytics and information technology. Skills : Data Analysis , Data Scientist , Machine Learning , Data Analytics , Data Visualization",3-13 Years,Not Specified,Senior Data Scientist
Sciente Consulting Pte. Ltd,"Are you looking for a challenging opportunity? A globally recognized bank is looking for an independent, talented and experienced SAS Specialist with risk domain knowledge to enhance stress testing platforms and systems. Skills : SAS Developer , SAS Programmer Analyst , SAS Developer , Risk , Python",4-12 Years,Not Specified,SAS Specialist (Risk)
U3 Infotech Pte Ltd,"commodity trading & risk management Skills : Business Analyst , Commodity , Equity , Broking , Trading , MSX , Brokerage , Securities , Currency , Trading",2-7 Years,"6,000-8,000 SGD",Business Analyst
EIRE Systems Singapore PTE. LTD.,"Hiring a Data Center Engineer for EIRE Systems's banking client. Skills : Data Center , Data Centre , Data Center Operations",2-6 Years,Not Specified,Data Center Engineer
Gateway Search Pte Ltd,"We are hiring ""Android Developer"" for a System Integrator company based in Singapore Skills : Android Development , Kotlin , Java , Sdk",2-9 Years,Not Specified,Android Developer - Permanent Role
Government Technology Agency of Singapore,Skills : Project Manager (Agile) Posted: 8 days ago,0-0 SGD,"As a Project Manager in GovTech, you will collaborate with a team of Business Analyst, Solution Architect and Technical Services Consultant who are passionate about developing the required digital cap",Project Manager (Agile)
Sciente International Pte Ltd,"Our client is looking for a dynamic and meticulous Senior Manager to be a part of the Data Security team. You will get to work with multi-stakeholders across the organisation to put in place data security policies, framework and guidelines. Skills : Risk , Governance , Compliance , Regulatory , data exchange , Data Security , Data Protection , Dlp",5-15 Years,Not Specified,Manager (Data Security)
Shell Infotech Pte Ltd,"- Managed at least 2 to 3 end-to-end data warehouse / data lake / data visualization implementation with at least 1 in Government sector. Skills : Pm , ""Project Manager"" , ""Data Warehouse"" , ""Data Architecture"" , ""Data Visualization"" , Informatica",7-17 Years,Not Specified,Project Manager / Enterprise Data Information Manager
Gateway Search Pte Ltd,"Are are hiring ""Android Developer"" for our client based in Singapore Location : Suntec Working : Mon – Fri (Office hours) Permanent Role Salary : Basic + Bonus + Extensive Medical coverage for entire family + other benefits Skills : android developer , Android Development , Android SDk , Java , Kotlin",2-11 Years,Not Specified,Android Developer - Permanent Role
U3 Infotech Pte Ltd,"• Work with Billing team to generate monthly bill-run and reconciliation reports in timely manner. • Design and development of visualisation solutions using BI tools based on the requirements provided by business users. • Provide application support Skills : MS Access , OSS / BSS , Operational Support System , Billing Support System , Sql , Pl-sql , Oracle , SQL server",2-5 Years,Not Specified,System Analyst - Billing and Data Analytics
United Parcel Service Singapore Pte Ltd,Posted: 5 days ago APPLY,Not Specified,Job Summary The Business Systems Analyst works with some supervision on projects of moderate to high complexity and independently on projects of low to moderate complexity. He/She serves as a liaison,UPS APAC Business System Analyst (Region Office)
Monsterindia,Freelancer Work For All Freshers and For Everyone _SG Skills : Data Entry,0-1 Years,Not Specified,Freelancer Work For All Freshers and For Everyone _SG
Charterhouse Pte Ltd,"Our well reputed client is a global technology company from the United States with businesses across software, computer hardware, infrastructure services, and consulting services. Skills : Threat Research Analyst",4-6 Years,Not Specified,Senior Manager - Security Operations Center (SOC)
Apar Technologies Private Limited,"Apar Technologies is looking to hire Senior IT Business Analyst (Cloud Security project) for its client. Skills : Business Analyst , Cloud Security",5-15 Years,Not Specified,Business Analyst (Cloud Security)
Kelly Services (S) Pte Ltd - IT,Risk Analyst Skills : Risk Analyst,6-8 Years,Not Specified,Risk Analyst
SnapHunt Pte Ltd,"Lead a team of data scientists to organise data and generate deep customer insights Skills : Product Management Lead , Ai , Sales Operations , Data Sciences , analytical , project feasibility studies",5-15 Years,Not Specified,Product Management Lead - AI
Quinnox Solutions Pte Ltd,"Looking for Manager to handle Data Center Operation Skills : Data Centre Manager , DC manager",4-14 Years,Not Specified,Data Centre Manager
Centre for Strategic Infocomm Technologies,"CSIT is a civilian agency in the Ministry of Defence (MINDEF) that conducts R&D in infocomm and infosecurity technologies. We are looking for highly motivated and talented engineers in cyber security, data analytics and information technology. Skills : big data platform , data platform technology , nifi , kudu , Spark , Kafka , Hbase , Hive , Hadoop , Solr , Elastic Search",3-13 Years,Not Specified,Senior Data Platform Engineer
Capita Pte Ltd,"To ensure that all user and system access provisioning and de-provisioning requests are completed according to system rules and policies. Skills : Cyber Security , Penetration Testing",3-8 Years,Not Specified,Cyber Security Analyst
Centre for Strategic Infocomm Technologies,"CSIT is a civilian agency in the Ministry of Defence (MINDEF) that conducts R&D in infocomm and infosecurity technologies. We are looking for highly motivated and talented engineers in cyber security, data analytics and information technology. Skills : Big Data Engineer , Hdfs , Data Processing , Spark , Hbase , Hive , Hadoop , System Integration , System Testing",0-10 Years,Not Specified,Big Data Engineer
GMP Technologies,"Responsible for Design, maintain and enhance existing and new software systems to support business requirements. Skills : WPF & WCF , System Analyst , C# , Web Service , Database Design , Sql Scripting",4-6 Years,Not Specified,System Analyst (C#/ Software Development)
Kelly Services (S) Pte Ltd - IT,"IT Analyst Skills : IT Analyst , Adobe , Banking , Adobe Analytics , Aem , Javascript , Java , Banking Domain",5-7 Years,"5,500-6,500 SGD",IT Analyst
Collabera Technologies Private Limited Inc,"Singapore based preferred and must join within 4-5 weeks max Skills : Business Analyst , BA , Business Analyst (BA)",5-10 Years,Not Specified,Business Analyst
Pan-Asia Resources Pte Ltd,"To act as authorized person to place orders & liaise with overseas partners. Skills : Procurement , Purchase , Sourcing , Vendor development , Supply Chain , Buyer materials , Supply Chain Management",1-8 Years,Not Specified,Data Procurement Executive
Optimum Solutions (Singapore) Pte Ltd,"The analyst will work as a IT BA in the Regulatory reporting team for a client banking organization Skills : Business Analysis , Regulatory Reporting , Financial Reporting , Trade Reporting , Derivatives , OTC Derivatives",7-12 Years,Not Specified,Trade Reporting Specialist
Kelly Services (S) Pte Ltd - IT,"Seeking Business Analysts for our client in the life insurance domain. Skills : Insurance , Business Analyst , Uat , User Acceptance Testing",1-11 Years,Not Specified,Business Analyst (Insurance Domain)
Sciente International Pte Ltd,"Are you a data enthusiast with strong experience in the development of robust Business Intelligence systems ? If yes, an exciting job opportunity awaits you with a well established organization. Skills : Business Intelligence , Cloud Analytics , Data Warehousing , BI , OBIEE , Dw , SAS , Tableau , Big Data Analytics",6-12 Years,Not Specified,Business Intelligence Architect
BPS World Pte Ltd,"Work you way up in an industry leading data centre owner/operator with a great entry level position. Skills : Mechanical , Data Center Operations , Data Center",1-5 Years,Not Specified,Data Centre Site Operations Specialist
